accX,accY,accZ,gyroX,gyroY,gyroZ
-0.33,-0.33,2.00,-148.70,33.49,7.42
-0.32,-0.32,2.00,-68.41,19.52,30.46
-0.15,-0.33,2.00,-1.01,-2.30,47.52
0.01,-0.29,2.00,25.28,-11.84,48.55
0.17,-0.26,2.00,40.29,-11.34,47.63
0.30,-0.26,2.00,86.91,-24.83,33.16
0.35,-0.25,1.87,148.22,-51.81,-2.20
0.33,-0.21,1.53,180.63,-81.60,-38.62
0.27,-0.16,1.31,177.72,-122.40,-76.96
0.20,-0.11,1.23,163.48,-136.00,-110.01
0.07,-0.07,1.13,149.89,-138.57,-132.48
-0.01,-0.06,1.05,141.81,-159.60,-146.12
-0.06,-0.02,0.95,140.29,-161.91,-154.13
-0.13,0.01,0.80,139.37,-148.44,-155.56
-0.14,0.07,0.69,128.53,-120.42,-145.77
-0.17,0.11,0.60,121.78,-69.80,-131.98
-0.19,0.14,0.47,126.00,-41.00,-129.07
-0.26,0.21,0.27,123.35,-37.93,-129.20
-0.28,0.24,0.14,95.09,-46.16,-129.57
-0.36,0.26,0.10,59.74,-57.77,-124.53
-0.32,0.27,0.10,21.29,-90.65,-107.64
-0.30,0.29,0.15,-19.57,-28.47,-106.25
-0.38,0.23,0.15,-46.21,6.75,-109.79
-0.43,0.19,0.10,-65.74,41.26,-109.41
-0.48,0.18,0.04,-106.02,63.24,-97.44
-0.37,0.17,0.19,-175.97,71.24,-83.59
-0.39,0.10,0.47,-217.02,79.14,-86.01
-0.47,0.05,0.62,-210.52,68.90,-95.75
-0.67,0.01,0.65,-215.46,50.22,-100.61
-0.57,-0.01,0.96,-250.00,8.04,-78.81
-0.44,-0.05,1.55,-250.00,35.32,-55.61
-0.54,-0.06,1.88,-229.80,74.13,-50.99
-0.49,0.00,1.98,-141.36,50.98,-54.14
-0.56,0.04,1.78,-91.18,56.52,-49.80
-0.54,-0.01,1.83,-71.22,26.53,-39.79
-0.51,0.05,1.90,-36.83,-2.59,-40.82
-0.49,0.06,1.93,-14.54,-13.13,-35.81
-0.44,0.06,1.95,6.34,-34.45,-29.62
-0.39,0.04,1.91,35.83,-52.79,-29.50
-0.38,0.04,1.84,70.21,-70.63,-35.96
-0.44,0.02,1.73,108.59,-68.63,-41.83
-0.53,0.01,1.55,142.55,-52.12,-47.46
-0.66,0.01,1.31,168.28,-35.92,-34.10
-0.72,0.04,1.09,170.23,-29.11,-11.85
-0.73,0.08,0.96,159.51,-35.52,12.67
-0.63,0.11,0.92,153.21,-19.81,41.95
-0.60,0.13,0.86,160.12,-2.98,48.58
-0.63,0.14,0.76,179.18,-13.05,46.95
-0.65,0.15,0.67,198.45,-9.37,53.19
-0.66,0.18,0.53,207.71,2.91,72.66
-0.60,0.19,0.38,208.77,6.43,93.75
-0.56,0.24,0.12,187.79,10.52,117.57
-0.46,0.26,-0.03,123.34,45.65,140.97
-0.38,0.27,-0.04,51.70,63.76,156.76
-0.29,0.27,0.07,-3.90,71.69,159.99
-0.25,0.24,0.13,-36.58,80.32,155.76
-0.22,0.19,0.16,-59.50,71.61,152.33
-0.24,0.14,0.20,-87.54,69.34,146.89
-0.23,0.09,0.30,-127.49,63.80,159.27
-0.06,0.06,0.49,-168.95,78.93,179.36
0.08,0.04,0.67,-191.49,104.59,178.03
0.13,-0.03,0.75,-190.60,103.03,158.51
0.11,-0.06,0.80,-197.95,102.58,124.07
0.08,-0.08,0.96,-226.44,78.04,104.17
0.21,-0.12,1.11,-246.07,84.89,112.95
-0.00,-0.33,1.29,-250.00,107.67,96.87
0.05,-0.37,1.49,-244.19,99.11,83.03
-0.11,-0.47,1.77,-206.57,63.77,75.69
0.01,-0.49,1.95,-140.74,28.82,68.80
0.09,-0.50,2.00,-83.00,-4.39,53.16
0.19,-0.50,2.00,-39.05,-0.18,41.50
0.24,-0.49,2.00,-0.36,4.27,28.00
0.31,-0.47,2.00,44.86,3.20,18.16
0.41,-0.43,1.93,84.24,-12.92,2.30
